Bairros,Municipios,Estado,Notificacoes,Casos,Obitos,Curados,Suspeitos,Descartados
CORREGO PARANA,GOVERNADOR LINDENBERG,Espírito Santo,205,68,0,68,0,137
BARRA DO JATIBOCAS,ITARANA,Espírito Santo,204,57,0,57,9,138
SANTANA,VARGEM ALTA,Espírito Santo,204,75,0,75,27,102
VILA PALMARES,BARRA DE SAO FRANCISCO,Espírito Santo,204,54,3,48,47,103
CÓRREGO FARROUPILHA,RIO BANANAL,Espírito Santo,204,72,1,71,8,124
CORREGO PRETO,VILA PAVAO,Espírito Santo,203,72,0,72,2,129
SANTA MARTA,MIMOSO DO SUL,Espírito Santo,203,81,0,81,2,120
PEDRA BRANCA,DOMINGOS MARTINS,Espírito Santo,203,51,0,51,0,152
BOA SORTE,JERONIMO MONTEIRO,Espírito Santo,203,37,1,35,2,164
ÁGUA LIMPA,NOVA VENECIA,Espírito Santo,203,65,0,65,0,138
GUAXINDIBA,CONCEICAO DA BARRA,Espírito Santo,202,62,0,61,0,140
ENSEADA DAS GARÇAS,FUNDAO,Espírito Santo,202,59,0,58,5,138
CANAA,SOORETAMA,Espírito Santo,201,60,0,53,3,138
PONTE DO BAGAÇO,BARRA DE SAO FRANCISCO,Espírito Santo,201,61,0,59,30,110
BAIRRO ULYANA ,BREJETUBA,Espírito Santo,200,68,0,64,1,131
HOLANDA,SANTA LEOPOLDINA,Espírito Santo,200,70,0,60,21,109
CÓRREGO SANTA FILOMENA ,VILA PAVAO,Espírito Santo,200,69,0,69,0,131
CIDADE JARDIM,COLATINA,Espírito Santo,200,69,0,69,4,127
BARRA DO RIO FUNDO,MARECHAL FLORIANO,Espírito Santo,200,50,1,49,0,150
KM 18,SAO MATEUS,Espírito Santo,199,62,0,62,15,122
SÃO LUIZ,MUQUI,Espírito Santo,199,76,0,76,0,123
SANTA BÁRBARA,MUNIZ FREIRE,Espírito Santo,199,63,3,57,3,133
VARGEDO,AFONSO CLAUDIO,Espírito Santo,199,65,0,65,4,130
FLOR DA TERRA ROXA,SAO GABRIEL DA PALHA,Espírito Santo,198,98,0,98,5,95
IMBURÍ,MARATAIZES,Espírito Santo,198,108,7,101,0,90
BAIXO SANTA JÚLIA,SAO ROQUE DO CANAA,Espírito Santo,198,56,0,55,3,139
AFONSOS,ITAPEMIRIM,Espírito Santo,198,63,2,61,0,135
PAU DALHO,RIO NOVO DO SUL,Espírito Santo,198,73,1,72,4,121
CÓRREGO SECO,SAO ROQUE DO CANAA,Espírito Santo,198,49,0,47,5,144
SÃO FLORIANO,DOMINGOS MARTINS,Espírito Santo,197,61,0,61,0,136
FORTALEZA,MUQUI,Espírito Santo,196,48,0,48,0,148
ALDEIA NOVA ESPERANÇA - GUARANI,ARACRUZ,Espírito Santo,196,24,0,24,1,171
LENI ALVES DE LIMA,AFONSO CLAUDIO,Espírito Santo,196,60,0,60,2,134
PRINCESA,RIO NOVO DO SUL,Espírito Santo,195,81,0,81,19,95
CRICARÉ,SAO MATEUS,Espírito Santo,195,46,1,45,31,118
BARRA SECA,SAO GABRIEL DA PALHA,Espírito Santo,195,79,0,78,5,111
Não Informado,CONSELHEIRO PENA,Minas Gerais,195,0,0,0,0,0
CACHOEIRINHA,RIO NOVO DO SUL,Espírito Santo,195,63,2,61,7,125
SÃO MANOEL,CASTELO,Espírito Santo,195,75,1,74,14,106
ALTO GALO,DOMINGOS MARTINS,Espírito Santo,195,57,1,56,0,138
ALTO JUCU,DOMINGOS MARTINS,Espírito Santo,194,47,2,45,0,147
BARRA ENCOBERTA,ITARANA,Espírito Santo,194,80,0,80,4,110
PERDIDA,LARANJA DA TERRA,Espírito Santo,194,52,0,52,0,142
ÁGUA PRETA,PRESIDENTE KENNEDY,Espírito Santo,194,50,0,50,0,144
ÁGUA LIMPA,CASTELO,Espírito Santo,194,39,1,38,3,152
ROBERTO MENDES,GUACUI,Espírito Santo,194,57,2,55,0,137
CÓRREGO DOIS DE SETEMBRO,ECOPORANGA,Espírito Santo,193,63,0,61,68,62
PANELAS,DOMINGOS MARTINS,Espírito Santo,193,47,0,47,0,146
PALMERINO,ALTO RIO NOVO,Espírito Santo,193,113,0,113,0,80
CABOCLO BERNARDO,IBIRACU,Espírito Santo,193,66,1,61,2,125
CRIADOR,PRESIDENTE KENNEDY,Espírito Santo,193,70,0,70,0,123
JARDIM PRIMAVERA,SERRA,Espírito Santo,193,53,1,52,6,134
OSCAR LOURENÇO DA SILVA,PANCAS,Espírito Santo,192,79,0,75,0,113
BELA VISTA,ITAGUACU,Espírito Santo,192,47,0,47,0,145
VISTA DOURADA,PONTO BELO,Espírito Santo,191,61,0,60,19,111
CÓRREGO DA MANTEIGA,LARANJA DA TERRA,Espírito Santo,191,44,1,43,0,147
CÓRREGO OSVALDO CRUZ,ECOPORANGA,Espírito Santo,191,72,1,68,52,67
BRAGANÇA,SANTA LEOPOLDINA,Espírito Santo,191,70,0,49,19,102
NOSSA SENHORA DO CARMO,DOMINGOS MARTINS,Espírito Santo,190,50,1,49,0,140
SANTA MARIA,IBATIBA,Espírito Santo,190,75,3,70,0,115
SANTA MARIA DE CIMA,IBATIBA,Espírito Santo,190,80,1,79,0,110
JARDIM PAULISTA,ECOPORANGA,Espírito Santo,190,63,1,60,65,62
CIVIT I,SERRA,Espírito Santo,190,60,0,60,7,123
JOSÉ HENRIQUES,APIACA,Espírito Santo,189,79,1,78,0,110
APARECIDA,MARILANDIA,Espírito Santo,189,33,0,32,3,153
PAIXAO,MARILANDIA,Espírito Santo,188,61,0,61,6,121
NOVA VERONA,SAO MATEUS,Espírito Santo,188,62,0,61,22,104
JAQUEIRA,ANCHIETA,Espírito Santo,188,46,1,45,13,129
TRIANGULO,JOAO NEIVA,Espírito Santo,188,62,0,62,0,126
Não Informado,VOLTA REDONDA,Rio de Janeiro,187,0,0,0,0,0
CÓRREGO DOM PEDRO,RIO BANANAL,Espírito Santo,186,50,1,49,7,129
BAIRRO CRIS ,SAO DOMINGOS DO NORTE,Espírito Santo,186,47,0,47,0,139
SUÍÇA,SANTA LEOPOLDINA,Espírito Santo,186,47,1,37,14,125
TIMBUVA,LARANJA DA TERRA,Espírito Santo,186,44,0,44,0,142
ANDORINHA,JERONIMO MONTEIRO,Espírito Santo,185,45,0,43,0,140
ODIM MOREIRA,ITAPEMIRIM,Espírito Santo,185,44,0,44,1,140
FAZENDA VELHA,ITAPEMIRIM,Espírito Santo,185,61,0,61,0,124
BARRO BRANCO,CONCEICAO DO CASTELO,Espírito Santo,185,61,0,60,1,123
SÃO PAULO DO RIO PERDIDO,SANTA TERESA,Espírito Santo,184,62,0,61,0,122
CORREGO BOA VISTA,NOVA VENECIA,Espírito Santo,184,56,0,55,0,128
ITAPEBA,ECOPORANGA,Espírito Santo,184,100,0,99,30,54
LIMÃO,ITAPEMIRIM,Espírito Santo,184,65,1,64,0,119
ANTAS,ATILIO VIVACQUA,Espírito Santo,184,60,1,59,0,124
MORADA DOS PINHOS,PINHEIROS,Espírito Santo,184,59,1,58,0,125
VARGEM ALEGRE,VILA VALERIO,Espírito Santo,183,65,1,63,1,117
ITAPEROROMA BAIXA,ANCHIETA,Espírito Santo,183,57,0,57,2,124
RIO BONITO,SANTA MARIA DE JETIBA,Espírito Santo,183,78,1,77,10,95
BELA VISTA II,ECOPORANGA,Espírito Santo,183,82,0,79,31,70
TIMBÓ,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,183,62,1,61,1,120
ALTO SERRA PELADA,AFONSO CLAUDIO,Espírito Santo,183,45,2,43,1,137
CORREGO ALTO MOACIR,GOVERNADOR LINDENBERG,Espírito Santo,183,59,0,59,1,123
RIBEIRÃO DO MEIO,CASTELO,Espírito Santo,183,60,0,60,9,114
BOM SUCESSO,IUNA,Espírito Santo,183,54,0,52,18,111
JACUTINGA,VARGEM ALTA,Espírito Santo,182,42,0,41,10,130
BOM JESUS,SAO MATEUS,Espírito Santo,182,30,1,28,18,134
FRANCISCO CORREA,AFONSO CLAUDIO,Espírito Santo,181,51,1,50,2,128
CÓRREGO BELA AURORA,VILA PAVAO,Espírito Santo,181,60,0,60,0,121
BELA VISTA,IBATIBA,Espírito Santo,181,73,1,72,0,108
VILA DE SÃO FRANCISCO,IBITIRAMA,Espírito Santo,181,44,2,37,48,89
BAIXO ITAÇU,ITAGUACU,Espírito Santo,181,54,1,52,0,127
COHAB,ARACRUZ,Espírito Santo,180,41,1,35,6,133
PINDOBAS,VENDA NOVA DO IMIGRANTE,Espírito Santo,180,50,0,50,0,130
CÓRREGO GRANDE,BREJETUBA,Espírito Santo,180,58,2,54,3,119
INDEPENDÊNCIA,GUARAPARI,Espírito Santo,179,52,2,50,19,108
LIMOEIRO,MARILANDIA,Espírito Santo,179,56,0,55,6,117
ERNESTO SILVA,JOAO NEIVA,Espírito Santo,179,61,0,59,0,118
Não Informado,FORTALEZA,Ceará,179,0,0,0,0,0
RIBEIRÃO CAPIXABA,DOMINGOS MARTINS,Espírito Santo,179,51,0,50,0,128
OZÉIAS,FUNDAO,Espírito Santo,179,38,0,38,1,140
CÓRREGO LAJINHA,VILA PAVAO,Espírito Santo,179,44,0,44,1,134
SANTA CLARA DE BAIXO,IUNA,Espírito Santo,179,54,1,52,17,108
GROMOGOL,PRESIDENTE KENNEDY,Espírito Santo,178,51,0,51,0,127
SÃO FRANCISCO,NOVA VENECIA,Espírito Santo,178,58,0,58,0,120
ASTOLPHO VIRGILIO LÔBO - SERRA PELADA,SAO JOSE DO CALCADO,Espírito Santo,178,47,0,47,8,123
CÓRREGO CAFARNAUM,IBATIBA,Espírito Santo,178,73,1,72,2,103
CACIMBINHA,PRESIDENTE KENNEDY,Espírito Santo,178,32,1,31,0,146
JAPIRA,JAGUARE,Espírito Santo,177,63,0,63,0,114
CAFUNDÓ,ITAGUACU,Espírito Santo,176,44,0,44,0,132
CÓRREGO DA AREIA,CASTELO,Espírito Santo,176,52,2,50,13,111
ALTO SOSSÊGO,ITARANA,Espírito Santo,176,50,0,50,5,121
SÃO CAETANO,RIO NOVO DO SUL,Espírito Santo,176,57,0,57,5,114
VENDINHA,ATILIO VIVACQUA,Espírito Santo,176,42,0,42,0,134
ALTO RIO LAMEGO,SANTA MARIA DE JETIBA,Espírito Santo,176,54,1,53,11,111
VALADA MAFFEI,IBIRACU,Espírito Santo,175,49,0,49,0,126
RESIDENCIAL  BLOCOS,SAO MATEUS,Espírito Santo,175,35,0,33,16,124
RIO CLARO,GUARAPARI,Espírito Santo,175,64,1,61,10,101
ALVORADA,BOA ESPERANCA,Espírito Santo,175,47,0,47,8,120
MARMIN,VENDA NOVA DO IMIGRANTE,Espírito Santo,175,54,1,52,0,121
KM 13,SAO MATEUS,Espírito Santo,174,44,0,44,15,115
AMAPÁ,ATILIO VIVACQUA,Espírito Santo,174,57,0,57,0,117
BAIRRO BOA VISTA I,APIACA,Espírito Santo,174,52,2,47,3,119
CORREGO CEDRO,RIO BANANAL,Espírito Santo,174,61,0,61,15,98
SÃO JORGE DA BARRA SECA,VILA VALERIO,Espírito Santo,172,93,0,92,2,77
RECANTO DAS PALMEIRAS,JERONIMO MONTEIRO,Espírito Santo,172,27,0,25,1,144
CÓRREGO CUMPRIDO,SAO GABRIEL DA PALHA,Espírito Santo,172,58,1,57,4,110
Não Informado,SAO JOSE DOS CAMPOS,São Paulo,172,0,0,0,0,0
CAROLINA,ALFREDO CHAVES,Espírito Santo,171,66,1,65,2,103
CLAROS DIAS,VARGEM ALTA,Espírito Santo,171,57,1,56,11,103
CÓRREGO CAPIVARA,RIO BANANAL,Espírito Santo,171,48,2,46,13,110
SÃO MIGUEL,GUARAPARI,Espírito Santo,171,52,0,52,8,111
COCAL,SANTA LEOPOLDINA,Espírito Santo,170,56,0,51,9,105
TARTARUGA,GUARAPARI,Espírito Santo,170,43,0,41,16,111
CORREGO BRAÇO DO SUL DO PUPIM,SAO DOMINGOS DO NORTE,Espírito Santo,170,69,0,66,0,101
PONTÕES,CASTELO,Espírito Santo,170,48,1,47,15,107
SÃO SEBASTIÃO DA BARRA SECA,SAO GABRIEL DA PALHA,Espírito Santo,170,65,0,64,18,87
ÁGUA BOA,MUCURICI,Espírito Santo,169,53,0,53,4,112
SÃO LUIZ,SANTA MARIA DE JETIBA,Espírito Santo,169,41,0,41,20,108
RIBEIRÃO DO CRISTO,ALFREDO CHAVES,Espírito Santo,168,65,2,63,1,102
CÓRREGO MANTENINHA,MANTENOPOLIS,Espírito Santo,167,50,1,49,5,112
DOM JOSÉ DALVIT,SAO MATEUS,Espírito Santo,167,49,0,48,18,100
JABUTI,GUARAPARI,Espírito Santo,167,54,1,53,19,94
SERRA DAS GRAÇAS,ANCHIETA,Espírito Santo,167,87,1,86,6,74
QUERUBINO PAIZANTE,MANTENOPOLIS,Espírito Santo,167,46,1,43,11,110
SANTA JUSTA,CASTELO,Espírito Santo,167,50,1,48,14,103
CÓRREGO  REFRIGÉRIO,NOVA VENECIA,Espírito Santo,166,51,0,50,0,115
SÃO BENTO,JERONIMO MONTEIRO,Espírito Santo,166,35,0,34,0,131
BR 482,JERONIMO MONTEIRO,Espírito Santo,166,29,0,25,1,136
PRAIA DE UBÚ,ANCHIETA,Espírito Santo,166,53,2,51,26,87
BANANAL,BAIXO GUANDU,Espírito Santo,165,29,0,29,0,136
MORRO DO SAL,VARGEM ALTA,Espírito Santo,165,54,1,52,19,92
CACHOEIRA DO MEIO,ICONHA,Espírito Santo,165,57,0,57,0,108
BOA ESPERANÇA,MUNIZ FREIRE,Espírito Santo,165,72,0,71,1,92
Não Informado,NOVA IGUACU,Rio de Janeiro,165,0,0,0,0,0
SANTA RITA,ECOPORANGA,Espírito Santo,165,57,0,56,53,55
RIBEIRÃO LIMPO,SANTA LEOPOLDINA,Espírito Santo,165,53,0,49,8,104
SANTO ANTÔNIO,FUNDAO,Espírito Santo,164,42,0,42,7,115
ALTO BIRIRICAS,DOMINGOS MARTINS,Espírito Santo,164,60,1,59,0,104
JARDIM PRIMAVERA,CASTELO,Espírito Santo,164,40,2,38,10,114
Não Informado,NOVA VICOSA,Bahia,164,0,0,0,0,0
FLOR DO CAMPO,CARIACICA,Espírito Santo,164,43,1,39,31,90
CÓRREGO DA PEDRA,NOVA VENECIA,Espírito Santo,164,63,0,63,0,101
CÓRREGO SÃO JOSE DO HONORATO,SAO DOMINGOS DO NORTE,Espírito Santo,163,65,2,63,0,98
ANGELA DEPOLLO,MONTANHA,Espírito Santo,163,53,0,53,24,86
SÃO BRÁS,JAGUARE,Espírito Santo,163,55,0,55,0,108
NOVA JERUSALÉM,MARATAIZES,Espírito Santo,163,94,1,92,0,69
SÃO GABRIEL DE BAUNILHA,COLATINA,Espírito Santo,163,79,2,76,3,81
BARRA SECA VELHA,JAGUARE,Espírito Santo,163,44,0,44,0,119
BREJAL,MARILANDIA,Espírito Santo,162,50,0,50,6,106
SANTA LUZIA DE MONTEIRO,ANCHIETA,Espírito Santo,162,32,0,32,4,126
SANTA LUZIA,AFONSO CLAUDIO,Espírito Santo,162,50,0,50,0,112
ALTO SANTA JOANA,AFONSO CLAUDIO,Espírito Santo,162,45,2,43,3,114
SANTA BÁRBARA I,ALTO RIO NOVO,Espírito Santo,162,54,0,54,1,107
BRUNELLI,PINHEIROS,Espírito Santo,161,52,0,52,0,109
VILLAGE DA PRAIA,GUARAPARI,Espírito Santo,161,47,1,46,14,100
Não Encontrado,AFONSO CLAUDIO,Espírito Santo,161,5,0,5,1,155
VARZEA NOVA,GUARAPARI,Espírito Santo,161,57,1,55,13,91
SÃO GERALDO,JAGUARE,Espírito Santo,161,35,0,35,0,126
SANTANA,LARANJA DA TERRA,Espírito Santo,160,49,0,49,0,111
CÓRREGO DO LIMÃO,NOVA VENECIA,Espírito Santo,160,62,0,62,0,98
NOSSA SENHORA APARECIDA,CONCEICAO DA BARRA,Espírito Santo,160,61,4,56,0,99
VISTA ALEGRE,GUACUI,Espírito Santo,160,67,0,67,2,91
CÓRREGO JABUTICABA,AGUIA BRANCA,Espírito Santo,159,69,0,69,2,88
SANTA LUZIA,LARANJA DA TERRA,Espírito Santo,159,24,0,24,0,135
PONTE DE SAO JOAO,CASTELO,Espírito Santo,159,39,2,37,5,115
ÁGUA LIMPA,ALTO RIO NOVO,Espírito Santo,159,70,1,68,1,88
SERRARIA KIEFER,MARECHAL FLORIANO,Espírito Santo,159,36,1,35,0,123
ALTO JOATUBA ,LARANJA DA TERRA,Espírito Santo,159,44,1,43,0,115
BENFICA,CASTELO,Espírito Santo,159,40,0,40,7,112
ASS. PIPINUCK,NOVA VENECIA,Espírito Santo,159,56,1,55,0,103
SAGRADO,SAO ROQUE DO CANAA,Espírito Santo,159,51,0,49,2,106
PEDRA LISA ALTA,ICONHA,Espírito Santo,159,61,0,61,0,98
ACAMPAMENTO,COLATINA,Espírito Santo,159,42,0,40,9,108
CONCÓRDIA,VARGEM ALTA,Espírito Santo,158,63,0,63,8,87
VILA NOVA,GUACUI,Espírito Santo,158,55,2,52,0,103
MURITIBA,ECOPORANGA,Espírito Santo,157,67,0,65,37,53
ALTO SÃO RAFAEL,LINHARES,Espírito Santo,157,39,0,39,38,80
FAZENDA LOVO,SAO GABRIEL DA PALHA,Espírito Santo,156,60,0,60,5,91
LOTEAMENTO BRANCO AGRIZZI  ,PINHEIROS,Espírito Santo,156,42,0,42,0,114
ANDANOS,GUARAPARI,Espírito Santo,156,45,1,44,13,98
RIO DO CAMPO,BARRA DE SAO FRANCISCO,Espírito Santo,156,43,1,40,31,82
ALTO CRISCIUMA ,LARANJA DA TERRA,Espírito Santo,156,43,0,43,0,113
PONTE DO PANCAS,COLATINA,Espírito Santo,155,62,2,59,9,84
Não Informado,BETIM,Minas Gerais,155,0,0,0,0,0
RESIDENCIAL ALVORADA,ECOPORANGA,Espírito Santo,155,43,3,39,42,70
CORREGO TODOS OS ANJOS,VILA PAVAO,Espírito Santo,155,57,1,56,1,97
PANORAMA SÃO JOSE,RIO BANANAL,Espírito Santo,155,63,1,62,10,82
CACHOEIRINHA DE ITAÚNA,BARRA DE SAO FRANCISCO,Espírito Santo,155,37,2,34,31,87
FRADE,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,155,45,0,45,7,103
NOVA JERUSALEM,ANCHIETA,Espírito Santo,155,37,0,37,27,91
ASSENTAMENTO LUIZ TALIULY NETO,GUACUI,Espírito Santo,155,59,0,59,0,96
PAINEIRAS,ITAPEMIRIM,Espírito Santo,154,61,2,59,0,93
SÃO PEDRO DO ITABAPONA,MIMOSO DO SUL,Espírito Santo,154,62,1,61,0,92
OCTÁVIO BONAPARTE,SAO DOMINGOS DO NORTE,Espírito Santo,154,62,1,61,0,92
PLANALTO,ANCHIETA,Espírito Santo,154,35,0,33,34,85
EMBOACICA OU SACI,ANCHIETA,Espírito Santo,154,52,0,52,10,92
ALTO PATRÃO-MOR,MARILANDIA,Espírito Santo,154,42,1,41,4,108
COLINA,ALEGRE,Espírito Santo,154,48,0,48,0,106
Não Informado,ITAMARAJU,Bahia,153,0,0,0,0,0
CALIFORNIA,SANTA LEOPOLDINA,Espírito Santo,153,49,0,30,10,94
PEDRO MARTINS,ALEGRE,Espírito Santo,152,41,0,40,0,111
SAGRADO CORAÇÃO DE JESUS,COLATINA,Espírito Santo,152,53,0,53,1,98
FORNO GRANDE,CASTELO,Espírito Santo,152,71,2,69,0,81
MONTE AGHA I,PIUMA,Espírito Santo,152,21,0,19,21,110
SÃO CAETANO,ICONHA,Espírito Santo,151,50,0,50,0,101
MONTE ALEGRE,MUQUI,Espírito Santo,151,41,0,41,0,110
Não Informado,CABO FRIO,Rio de Janeiro,151,0,0,0,0,0
SÃO MIGUEL,SAO MATEUS,Espírito Santo,151,41,0,41,13,97
SÃO SEBASTIÃO ,SAO ROQUE DO CANAA,Espírito Santo,151,48,0,47,1,102
SÃO JOÃO DO PRÍNCIPE,IUNA,Espírito Santo,150,84,2,82,10,56
RIO VEADO,ALFREDO CHAVES,Espírito Santo,150,62,0,62,2,86
CÓRREGO PRATA,PANCAS,Espírito Santo,150,71,0,70,0,79
CANAÃ,MARATAIZES,Espírito Santo,150,45,0,44,0,105
Não Informado,CORONEL FABRICIANO,Minas Gerais,149,0,0,0,0,0
PAU PRETO,ARACRUZ,Espírito Santo,149,28,0,25,7,114
SÃO JOÃO,GUARAPARI,Espírito Santo,149,50,0,50,17,82
DOIS IRMÃOS - ALTO PONGAL,ANCHIETA,Espírito Santo,149,52,0,52,8,89
CORREGO VARGEM GRANDE,BARRA DE SAO FRANCISCO,Espírito Santo,149,43,0,40,28,78
SERTÃOZINHO,BREJETUBA,Espírito Santo,149,43,0,43,4,102
COMUNIDADE URBANA DE RIO GRANDE,GUARAPARI,Espírito Santo,149,22,2,20,15,112
BAIRRO DA MATRIZ,GUACUI,Espírito Santo,149,49,0,49,0,100
SANTO ANTÔNIO DO ITAÇU,ITAGUACU,Espírito Santo,148,47,0,47,0,101
PEDRA ALEGRE,ITARANA,Espírito Santo,148,47,0,46,12,89
JUREMA,GUACUI,Espírito Santo,148,61,0,59,0,87
FAZENDA SÃO DOMINGOS,MUQUI,Espírito Santo,148,38,0,37,0,110
SAPUCAIA,ITAPEMIRIM,Espírito Santo,148,62,0,62,0,86
ALTO CRICIÚMA,IBATIBA,Espírito Santo,148,44,0,44,0,104
SANTA LUZIA,DOMINGOS MARTINS,Espírito Santo,148,38,0,38,0,110
